seq_beneficiario;dat_inicio_direito;des_categoria;desc_entidade;val_cargo;val_redutor_teto;nom_municipio;sgl_uf;dat_requerimento;dat_doc_completa;dat_deferimento;mes_deferimento;dias_uteis_concessao
191789;2025-07-27;CONJUGE;SECRETARIA DE EDUCACAO;1528,93;1528,93;PORTEIRINHA;MG;2025-10-23;;2025-11-10;Novembro/2025;12
191808;2025-09-04;CONJUGE;SECRETARIA DE EDUCACAO;1062,6;1518,0;ITABIRINHA;MG;2025-10-14;2025-11-04;2025-11-10;Novembro/2025;5
191791;2025-08-21;CONJUGE;SECRETARIA DE EDUCACAO;2888,89;2888,89;ITAUNA;MG;2025-09-26;2025-11-05;2025-11-10;Novembro/2025;4
191820;2025-10-28;CONJUGE;FHEMIG FUND HOSPITALAR EST MG;1940,72;1940,72;BARBACENA;MG;2025-10-30;;2025-11-11;Novembro/2025;9
191812;2025-09-07;CONJUGE;FHEMIG FUND HOSPITALAR EST MG;11129,04;11129,04;BELO HORIZONTE;MG;2025-10-30;;2025-11-11;Novembro/2025;9
191823;2025-10-17;CONJUGE;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS - DER-MG;1912,68;1912,68;PEDRA GRANDE;MG;2025-10-28;2025-11-06;2025-11-11;Novembro/2025;4
191821;2025-05-09;FILHO(A) INVALIDO(A);SECRETARIA DE EDUCACAO;3068,64;3068,64;GOVERNADOR VALADARES;MG;2025-05-23;2025-11-06;2025-11-11;Novembro/2025;4
191837;2025-08-18;CONJUGE;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;1838,57;1838,57;BELO HORIZONTE;MG;2025-10-21;2025-11-06;2025-11-11;Novembro/2025;4
191745;2025-08-21;FILHO(A);SECRETARIA DE JUSTICA E SEGURANCA PUBLICA;2885,34;2885,34;IGARAPE;MG;2025-10-02;2025-10-30;2025-11-12;Novembro/2025;10
191746;2025-08-21;FILHO(A);SECRETARIA DE JUSTICA E SEGURANCA PUBLICA;2885,34;2885,34;IGARAPE;MG;2025-10-02;2025-10-30;2025-11-12;Novembro/2025;10
191799;2025-10-10;CONJUGE;SECRETARIA DE EDUCACAO;4276,72;4712,76;VARGINHA;MG;2025-10-15;2025-11-05;2025-11-12;Novembro/2025;6
191853;2025-07-30;CONJUGE;TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS;23742,74;23742,74;LAVRAS;MG;2025-10-09;2025-10-31;2025-11-12;Novembro/2025;9
191750;2025-09-30;CONJUGE;SECRETARIA DE EDUCACAO;2044,55;2044,55;IPATINGA;MG;2025-10-22;2025-11-04;2025-11-12;Novembro/2025;7
191828;2025-10-09;CONJUGE;SECRETARIA DA FAZENDA;15663,78;15663,78;UBERABA;MG;2025-10-27;2025-11-06;2025-11-13;Novembro/2025;6
191830;2025-09-11;CONJUGE;SECRETARIA DE EDUCACAO;1062,6;1518,0;MINAS NOVAS;MG;2025-10-22;2025-11-06;2025-11-13;Novembro/2025;6
191865;2025-09-20;CONJUGE;SECRETARIA DE EDUCACAO;4026,36;4026,36;JOAO MONLEVADE;MG;2025-10-17;2025-11-06;2025-11-13;Novembro/2025;6
191833;2025-10-12;CONJUGE;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS - DER-MG;6094,57;6094,57;FRUTAL;MG;2025-10-28;2025-11-07;2025-11-13;Novembro/2025;5
191834;2025-08-31;CONJUGE;SECRETARIA DE EDUCACAO;1192,79;1518,0;PONTO CHIQUE;MG;2025-10-31;2025-11-07;2025-11-13;Novembro/2025;5
191843;2025-07-21;CONJUGE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM;1912,69;1912,69;ARACUAI;MG;2025-08-04;2025-11-11;2025-11-18;Novembro/2025;6
191844;2025-08-12;CONJUGE;SECRETARIA DE EDUCACAO;3631,23;3631,23;CENTRALINA;MG;2025-09-17;2025-11-04;2025-11-18;Novembro/2025;11
191880;2025-10-19;CONJUGE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM;1567,0;1567,0;TEOFILO OTONI;MG;2025-11-10;;2025-11-18;Novembro/2025;7
191863;2025-10-01;CONJUGE;SECRETARIA DE EDUCACAO;2148,05;2148,05;JEQUITINHONHA;MG;2025-10-29;2025-11-12;2025-11-18;Novembro/2025;5
191848;2025-03-26;CONJUGE;IMA INST MINEIRO AGROPECUARIA;1558,45;1558,45;BAMBUI;MG;2025-04-10;2025-11-07;2025-11-18;Novembro/2025;8
191838;2025-09-27;CONJUGE;SECRETARIA DE EDUCACAO;2899,24;2899,24;PIMENTA;MG;2025-10-16;2025-11-07;2025-11-19;Novembro/2025;9
191869;2025-10-19;CONJUGE;SECRETARIA DE EDUCACAO;2987,83;2987,83;SANTA LUZIA;MG;2025-10-24;2025-11-12;2025-11-19;Novembro/2025;6
191893;2025-10-24;CONJUGE;SECRETARIA DE ESTADO DE EDUCACAO;4850,24;4850,24;ITAPECERICA;MG;2025-11-05;2025-11-12;2025-11-19;Novembro/2025;6
191850;2025-10-08;CONJUGE;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS - DER-MG;1912,68;1912,68;DIAMANTINA;MG;2025-10-20;2025-11-11;2025-11-19;Novembro/2025;7
191857;2025-10-30;CONJUGE;SECRETARIA DE SAUDE;1996,05;1996,05;BELO HORIZONTE;MG;2025-10-30;2025-11-07;2025-11-19;Novembro/2025;9
191840;2025-10-15;CONJUGE;SECRETARIA DE EDUCACAO;2698,67;2698,67;MONTE ALEGRE DE MINAS;MG;2025-10-28;2025-11-07;2025-11-19;Novembro/2025;9
191839;2025-09-21;CONJUGE;SECRETARIA DE EDUCACAO;5263,96;5263,96;PASSOS;MG;2025-10-09;2025-11-07;2025-11-19;Novembro/2025;9
191860;2025-08-28;CONJUGE;SECRETARIA DE EDUCACAO;2430,32;2430,32;BELO HORIZONTE;MG;2025-08-28;2025-11-07;2025-11-19;Novembro/2025;9
191879;2025-11-04;CONJUGE;SECRETARIA DE SAUDE;1753,77;1753,77;JUIZ DE FORA;MG;2025-11-10;;2025-11-19;Novembro/2025;8
191852;2025-09-24;CONJUGE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM;1548,36;1548,36;OLIVEIRA;MG;2025-10-17;2025-11-07;2025-11-19;Novembro/2025;9
191875;2025-09-07;CONJUGE;SECRETARIA DE EDUCACAO;2957,78;2957,78;BOA ESPERANCA;MG;2025-10-29;2025-11-12;2025-11-19;Novembro/2025;6
191870;2025-04-07;FILHO(A) INVALIDO(A);POLICIA CIVIL;15010,71;15010,71;TRES CORACOES;MG;2025-04-16;2025-11-11;2025-11-24;Novembro/2025;8
191872;2025-04-12;FILHO(A) INVALIDO(A);SECRETARIA DE EDUCACAO;5362,46;5362,46;BARBACENA;MG;2025-04-24;2025-11-07;2025-11-24;Novembro/2025;10
191851;2025-10-10;CONJUGE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM;1870,18;1870,18;ARAXA;MG;2025-11-05;;2025-11-24;Novembro/2025;12
191811;2025-09-17;CONJUGE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM;6518,2;6518,2;BARRETOS;SP;2025-10-17;2025-11-06;2025-11-24;Novembro/2025;11
191864;2025-10-08;CONJUGE;SECRETARIA DE EDUCACAO;2044,55;2044,55;ITAIPE;MG;2025-10-29;2025-11-12;2025-11-24;Novembro/2025;7
191883;2025-03-27;FILHO(A) INVALIDO(A);DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM;2868,8;2868,8;BELO HORIZONTE;MG;2025-06-12;2025-11-12;2025-11-24;Novembro/2025;7
191835;2025-09-27;CONJUGE;SECRETARIA DE SAUDE;1499,4;1518,0;JAPONVAR;MG;2025-10-21;2025-11-07;2025-11-24;Novembro/2025;10
191841;2025-10-14;CONJUGE;SECRETARIA DE EDUCACAO;4107,48;4107,48;PIRANGA;MG;2025-10-28;2025-11-07;2025-11-24;Novembro/2025;10
191600;2025-08-10;CONJUGE;SEC DE PLANEJAMENTO E GESTAO;1429,14;1518,0;BELO HORIZONTE;MG;2025-08-20;2025-11-17;2025-11-28;Novembro/2025;8
191867;2025-11-25;FILHO(A);DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM;1987,06;1987,06;SALINAS;MG;2025-10-15;;2025-11-28;Novembro/2025;30
191899;2025-08-22;CONJUGE;SECRETARIA DE EDUCACAO;1062,6;1518,0;LADAINHA;MG;2025-10-30;2025-11-13;2025-11-28;Novembro/2025;10
191924;2025-09-04;CONJUGE;SECRETARIA DA AGRICULTURA;3089,67;3089,67;BELO HORIZONTE;MG;2025-11-18;;2025-11-28;Novembro/2025;7
191963;2025-10-09;CONJUGE;TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS;7996,37;7996,37;RESPLENDOR;MG;2025-10-09;2025-11-26;2025-12-01;Dezembro/2025;4
191908;2025-09-30;CONJUGE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM;4144,92;4144,92;MONTES CLAROS;MG;2025-10-30;2025-11-18;2025-12-01;Dezembro/2025;8
191767;2025-09-14;CONJUGE;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS - FHEMIG;2731,89;2731,89;BICAS;MG;2025-10-02;2025-11-12;2025-12-01;Dezembro/2025;12
191846;2025-09-08;CONJUGE;SECRETARIA DE JUSTICA E SEGURANCA PUBLICA;3078,11;3078,11;CAMPO BELO;MG;2025-10-24;2025-11-27;2025-12-01;Dezembro/2025;3
191847;2025-09-08;FILHO(A);SECRETARIA DE JUSTICA E SEGURANCA PUBLICA;3078,11;3078,11;CAMPO BELO;MG;2025-10-24;2025-11-27;2025-12-01;Dezembro/2025;3
191871;2025-10-05;CONJUGE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM;1870,18;1870,18;SANTA LUZIA;MG;2025-10-29;2025-11-12;2025-12-01;Dezembro/2025;12
191902;2025-09-18;CONJUGE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM;2558,86;2558,86;PIRAPORA;MG;2025-10-14;2025-11-17;2025-12-01;Dezembro/2025;9
191909;2025-07-25;FILHO(A);SECRETARIA DE ESTADO DE EDUCACAO;1062,6;1518,0;ITAJUBA;MG;2025-10-10;2025-11-17;2025-12-01;Dezembro/2025;9
191913;2025-09-04;CONJUGE;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS - DER-MG;2558,86;2558,86;BELO HORIZONTE;MG;2025-10-08;2025-11-17;2025-12-01;Dezembro/2025;9
191949;2025-09-27;CONJUGE;SECRETARIA DE EDUCACAO;1062,6;1518,0;CONTAGEM;MG;2025-11-13;2025-11-25;2025-12-01;Dezembro/2025;5
191977;2025-10-21;CONJUGE;SECRETARIA DE EDUCACAO;3331,36;3331,36;RIO DO PRADO;MG;2025-11-13;2025-11-27;2025-12-01;Dezembro/2025;3
191836;2025-09-26;CONJUGE;TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS;32456,33;32456,33;POCOS DE CALDAS;MG;2025-10-28;;2025-12-01;Dezembro/2025;23
191907;2025-09-18;CONJUGE;SECRETARIA DE EDUCACAO;5296,29;5296,29;SAO VICENTE DE MINAS;MG;2025-10-30;2025-11-18;2025-12-01;Dezembro/2025;8
191915;2025-08-10;COMPANHEIRO(A);SECRETARIA DE EDUCACAO;5296,29;5296,29;RIO DE JANEIRO;RJ;2025-09-03;2025-11-14;2025-12-01;Dezembro/2025;10
191916;2025-10-13;CONJUGE;ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS;41845,49;41845,49;BELO HORIZONTE;MG;2025-11-05;2025-11-18;2025-12-01;Dezembro/2025;8
191917;2025-10-25;CONJUGE;IPSEMG INSTITUTO PREVIDENCIA;2241,53;2241,53;BRUMADINHO;MG;2025-10-30;2025-11-18;2025-12-01;Dezembro/2025;8
191955;2025-09-19;CONJUGE;SECRETARIA DE EDUCACAO;3264,99;3264,99;BELO HORIZONTE;MG;2025-11-14;2025-11-25;2025-12-01;Dezembro/2025;5
191925;2025-08-23;CONJUGE;MINISTERIO PUBLICO DO ESTADO DE MINAS GERAIS - PROCURADORIA GERAL DA JUSTICA;32456,33;32456,33;MONTES CLAROS;MG;2025-11-06;2025-11-19;2025-12-01;Dezembro/2025;7
191894;2025-10-06;CONJUGE;SECRETARIA DE EDUCACAO;1453,31;1518,0;SANTA ROSA DA SERRA;MG;2025-10-13;2025-11-17;2025-12-01;Dezembro/2025;9
191868;2025-10-11;CONJUGE;SECRETARIA DE EDUCACAO;2313,22;2313,22;SACRAMENTO;MG;2025-10-28;2025-11-11;2025-12-01;Dezembro/2025;13
191901;2025-07-29;COMPANHEIRO(A);SECRETARIA DE EDUCACAO;2101,9;2101,9;VICOSA;MG;2025-07-29;2025-11-12;2025-12-01;Dezembro/2025;12
191932;2025-08-13;CONJUGE;SECRETARIA DE EDUCACAO;1062,6;1518,0;NOVA LIMA;MG;2025-11-04;2025-11-18;2025-12-01;Dezembro/2025;8
191939;2025-10-22;CONJUGE;SECRETARIA DE EDUCACAO;2095,66;2095,66;BOM SUCESSO;MG;2025-11-10;2025-11-24;2025-12-01;Dezembro/2025;6
191942;2025-09-09;CONJUGE;IMA INST MINEIRO AGROPECUARIA;1987,06;1987,06;UBERLANDIA;MG;2025-11-10;2025-11-24;2025-12-01;Dezembro/2025;6
191943;2025-08-26;CONJUGE;SECRETARIA DE EDUCACAO;4853,2;4853,2;SAO SEBASTIAO DO PARAISO;MG;2025-10-22;2025-11-24;2025-12-01;Dezembro/2025;6
191945;2025-09-30;CONJUGE;POLICIA CIVIL;19647,74;19647,74;BELO HORIZONTE;MG;2025-10-16;2025-11-24;2025-12-01;Dezembro/2025;6
191954;2025-10-23;CONJUGE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM;1912,68;1912,68;LIMA DUARTE;MG;2025-11-12;2025-11-25;2025-12-01;Dezembro/2025;5
191962;2025-11-02;CONJUGE;SECRETARIA DE ESTADO DE EDUCACAO;3918,47;4071,35;GUARANESIA;MG;2025-11-14;2025-11-26;2025-12-01;Dezembro/2025;4
191970;2025-11-08;CONJUGE;SECRETARIA DE ESTADO DE EDUCACAO;1062,6;1518,0;FORMIGA;MG;2025-11-19;;2025-12-01;Dezembro/2025;7
191973;2025-03-01;CONJUGE;SECRETARIA DE EDUCACAO;1080,6;1518,0;JEQUITINHONHA;MG;2025-05-06;2025-11-27;2025-12-01;Dezembro/2025;3
191890;2025-09-28;CONJUGE;SECRETARIA DE EDUCACAO;1511,22;1518,0;LAMBARI;MG;2025-10-14;2025-11-17;2025-12-01;Dezembro/2025;9
191886;2025-10-25;CONJUGE;IPSEMG INSTITUTO PREVIDENCIA;2526,29;2526,29;BELO HORIZONTE;MG;2025-11-05;2025-11-14;2025-12-01;Dezembro/2025;10
191887;2025-10-02;CONJUGE;SECRETARIA DE EDUCACAO;2491,08;2491,08;MONTES CLAROS;MG;2025-10-13;2025-11-14;2025-12-01;Dezembro/2025;10
191922;2025-09-25;CONJUGE;SECRETARIA DE EDUCACAO;3629,52;3629,52;BELO HORIZONTE;MG;2025-10-30;2025-11-18;2025-12-01;Dezembro/2025;8
191935;2025-08-16;CONJUGE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM;1912,68;1912,68;PORTEIRINHA;MG;2025-10-23;2025-11-24;2025-12-01;Dezembro/2025;6
191960;2025-09-21;FILHO(A);DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS - DER-MG;4375,27;4375,27;JEQUITINHONHA;MG;2025-10-16;2025-11-24;2025-12-01;Dezembro/2025;6
191961;2025-11-11;CONJUGE;SECRETARIA DE EDUCACAO;1062,6;1518,0;POUSO ALEGRE;MG;2025-11-11;2025-11-19;2025-12-01;Dezembro/2025;7
191885;2025-10-20;CONJUGE;SECRETARIA DE EDUCACAO;1062,6;1518,0;JUIZ DE FORA;MG;2025-10-28;2025-11-14;2025-12-01;Dezembro/2025;10
191927;2025-09-30;CONJUGE;SECRETARIA DE EDUCACAO;2592,73;3036,0;POTE;MG;2025-10-20;2025-11-14;2025-12-01;Dezembro/2025;10
191971;2025-07-30;CONJUGE;SECRETARIA DE EDUCACAO;1062,6;1518,0;RODEIRO;MG;2025-08-12;2025-11-27;2025-12-01;Dezembro/2025;3
191892;2025-10-25;COMPANHEIRO(A);POLICIA CIVIL;8473,73;8473,73;UBERABA;MG;2025-11-04;2025-11-12;2025-12-01;Dezembro/2025;12
191934;2025-11-03;CONJUGE;SECRETARIA DE EDUCACAO;4784,03;4784,03;SAO TOMAS DE AQUINO;MG;2025-11-06;2025-11-24;2025-12-01;Dezembro/2025;6
191910;2025-10-31;CONJUGE;SECRETARIA DE EDUCACAO;2105,94;2105,94;TARUMIRIM;MG;2025-10-31;2025-11-18;2025-12-01;Dezembro/2025;8
191957;2025-11-02;CONJUGE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM;1875,39;1875,39;BAEPENDI;MG;2025-11-11;2025-11-24;2025-12-01;Dezembro/2025;6
191884;2025-10-23;COMPANHEIRO(A);DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS - DER-MG;6405,99;6405,99;TAQUARACU DE MINAS;MG;2025-10-23;2025-11-11;2025-12-02;Dezembro/2025;14
191356;2025-05-26;CONJUGE;SECRETARIA DE EDUCACAO;5907,14;5907,14;DIAMANTINA;MG;2025-08-19;2025-12-02;2025-12-02;Dezembro/2025;1
191900;2025-10-29;CONJUGE;SECRETARIA DE EDUCACAO;7480,72;7480,72;UBERABA;MG;2025-11-11;;2025-12-02;Dezembro/2025;14
191953;2025-10-24;CONJUGE;SECRETARIA DE EDUCACAO;4577,37;4577,37;BELO HORIZONTE;MG;2025-10-24;2025-11-11;2025-12-02;Dezembro/2025;14
191981;2025-08-17;COMPANHEIRO(A);SECRETARIA DE EDUCACAO;2208,54;2208,54;UBERABA;MG;2025-10-01;2025-11-27;2025-12-02;Dezembro/2025;4
192010;2025-07-26;CONJUGE;TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS;25418,94;25418,94;CARMO DA MATA;MG;2025-09-16;2025-12-01;2025-12-03;Dezembro/2025;3
191948;2025-10-31;CONJUGE;SECRETARIA DE EDUCACAO;4412,16;4412,16;CONSELHEIRO LAFAIETE;MG;2025-11-14;2025-11-25;2025-12-03;Dezembro/2025;7
191997;2025-10-09;CONJUGE;POLICIA CIVIL;10677,19;10677,19;BELO HORIZONTE;MG;2025-11-13;2025-12-02;2025-12-03;Dezembro/2025;2
191921;2025-10-26;CONJUGE;SECRETARIA DE EDUCACAO;3065,42;3065,42;OLARIA;MG;2025-11-07;2025-11-19;2025-12-04;Dezembro/2025;10
191769;2025-09-23;CONJUGE;IPSEMG INSTITUTO PREVIDENCIA;1062,6;1518,0;BELO HORIZONTE;MG;2025-10-28;2025-12-04;2025-12-04;Dezembro/2025;1
191926;2025-10-18;CONJUGE;SECRETARIA DE EDUCACAO;1366,2;1518,0;SALINAS;MG;2025-10-29;2025-11-17;2025-12-04;Dezembro/2025;12
192009;2025-04-25;CONJUGE;IEF INST EST DE FLORESTAS;3600,68;3600,68;LAVRAS;MG;2025-07-02;2025-12-02;2025-12-04;Dezembro/2025;3
191951;2025-09-26;CONJUGE;SECRETARIA DE EDUCACAO;1062,6;1518,0;IPABA;MG;2025-11-05;2025-11-24;2025-12-04;Dezembro/2025;9
192000;1999-12-01;CONJUGE;PREFEITURA MUNICIPAL DE MATERLANDIA;1500,0;1518,0;MATERLANDIA;MG;2025-11-28;;2025-12-04;Dezembro/2025;5
191904;2025-10-18;FILHO(A);SECRETARIA DE EDUCACAO;1366,2;1518,0;RIO PARDO DE MINAS;MG;2025-10-31;2025-11-17;2025-12-04;Dezembro/2025;12
191905;2025-10-18;FILHO(A);SECRETARIA DE EDUCACAO;1366,2;1518,0;RIO PARDO DE MINAS;MG;2025-10-30;2025-11-17;2025-12-04;Dezembro/2025;12
191983;2025-10-17;CONJUGE;SECRETARIA DE JUSTICA E SEGURANCA PUBLICA;2584,72;2584,72;TEOFILO OTONI;MG;2025-11-13;2025-11-26;2025-12-05;Dezembro/2025;8
191984;2025-10-17;FILHO(A);SECRETARIA DE JUSTICA E SEGURANCA PUBLICA;2584,72;2584,72;TEOFILO OTONI;MG;2025-11-13;2025-11-26;2025-12-05;Dezembro/2025;8
191980;2025-10-09;CONJUGE;SECRETARIA DE EDUCACAO;1527,39;1527,39;CONSELHEIRO LAFAIETE;MG;2025-10-24;2025-11-28;2025-12-05;Dezembro/2025;6
191985;2025-10-17;FILHO(A);SECRETARIA DE JUSTICA E SEGURANCA PUBLICA;2584,72;2584,72;TEOFILO OTONI;MG;2025-11-13;2025-11-26;2025-12-05;Dezembro/2025;8
191967;2025-09-06;CONJUGE;SECRETARIA DE EDUCACAO;3757,64;3757,64;ITAUNA;MG;2025-11-17;2025-11-26;2025-12-05;Dezembro/2025;8
192036;2025-08-13;COMPANHEIRO(A);SECRETARIA DA FAZENDA;35511,96;35511,96;BELO HORIZONTE;MG;2025-09-25;2025-10-17;2025-12-05;Dezembro/2025;33
191987;2025-11-06;CONJUGE;SECRETARIA DE EDUCACAO;3406,98;3406,98;DIVINOPOLIS;MG;2025-11-19;2025-11-28;2025-12-05;Dezembro/2025;6
191994;2025-08-05;CONJUGE;SECRETARIA DE SAUDE;6241,58;6241,58;PARAOPEBA;MG;2025-10-28;2025-12-01;2025-12-05;Dezembro/2025;5
192038;2025-03-12;CONJUGE;IMA INST MINEIRO AGROPECUARIA;1912,68;1912,68;TAPIRA;MG;2025-05-16;2025-06-03;2025-12-05;Dezembro/2025;128
192037;2024-09-22;FILHO(A) INVALIDO(A);SECRETARIA DE ESTADO DE EDUCACAO;1438,97;1518,0;BARBACENA;MG;2024-10-08;2025-01-24;2025-12-05;Dezembro/2025;212
191824;2025-08-12;CONJUGE;SECRETARIA DE GOVERNO;2474,82;2474,82;BELO HORIZONTE;MG;2025-10-22;2025-12-01;2025-12-09;Dezembro/2025;6
191972;2025-10-06;CONJUGE;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS - DER-MG;3288,54;3288,54;MATO VERDE;MG;2025-10-20;2025-12-05;2025-12-09;Dezembro/2025;2
192048;2025-08-04;CONJUGE;TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS;14176,87;14176,87;SAO FRANCISCO;MG;2025-10-17;2025-12-05;2025-12-09;Dezembro/2025;2
192042;2025-10-17;CONJUGE;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;1401,67;1518,0;SAO JOAO DEL REI;MG;2025-11-28;2025-12-05;2025-12-19;Dezembro/2025;10
191995;2025-11-02;CONJUGE;IPSEMG INSTITUTO PREVIDENCIA;12600,6;12600,6;RIBEIRAO DAS NEVES;MG;2025-11-18;2025-12-01;2025-12-19;Dezembro/2025;14
192039;2025-11-08;CONJUGE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM;1870,18;1870,18;PARA DE MINAS;MG;2025-11-27;2025-12-04;2025-12-19;Dezembro/2025;11
191989;2025-11-12;CONJUGE;SECRETARIA DE EDUCACAO;2095,66;2095,66;PATOS DE MINAS;MG;2025-11-19;2025-11-28;2025-12-19;Dezembro/2025;15
191992;2025-10-14;CONJUGE;SECRETARIA DE EDUCACAO;2617,2;2617,2;OURO BRANCO;MG;2025-10-17;2025-11-28;2025-12-19;Dezembro/2025;15
191996;2025-11-10;CONJUGE;DEFENSORIA PUBLICA DO ESTADO DE MINAS GERAIS;29430,44;29430,44;BELO HORIZONTE;MG;2025-11-10;2025-12-11;2025-12-19;Dezembro/2025;7
192008;2025-11-03;CONJUGE;SECRETARIA DE EDUCACAO;3089,23;3089,23;BELO HORIZONTE;MG;2025-11-27;2025-12-09;2025-12-19;Dezembro/2025;9
192026;2025-10-21;CONJUGE;SECRETARIA DE EDUCACAO;2740,2;2740,2;UBERLANDIA;MG;2025-11-17;2025-12-03;2025-12-19;Dezembro/2025;12
192154;2025-12-19;FILHO(A) LC 64/2002;SECRETARIA DA EDUCACAO;2820,53;2820,53;PIRAPORA;MG;2025-12-16;;2025-12-19;Dezembro/2025;4
192083;2025-05-29;FILHO(A) INVALIDO(A);SECRETARIA DE EDUCACAO;2920,79;2920,79;BELO HORIZONTE;MG;2025-07-31;2025-12-11;2025-12-22;Dezembro/2025;8
192054;2025-11-19;CONJUGE;SECRETARIA DE ESTADO DE EDUCACAO;1412,71;1518,0;MONTES CLAROS;MG;2025-11-19;2025-12-03;2025-12-22;Dezembro/2025;13
192084;2025-11-02;CONJUGE;SECRETARIA DE EDUCACAO;1222,63;1518,0;SANTA RITA DO SAPUCAI;MG;2025-12-01;2025-12-11;2025-12-22;Dezembro/2025;8
191888;2025-08-28;CONJUGE;SECRETARIA DE SAUDE;2996,02;2996,02;TEOFILO OTONI;MG;2025-11-04;2025-12-05;2025-12-22;Dezembro/2025;11
192020;2025-10-30;CONJUGE;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS - DER-MG;4492,76;4492,76;PARACATU;MG;2025-11-19;2025-12-03;2025-12-22;Dezembro/2025;13
192034;2025-10-15;CONJUGE;SECRETARIA DE EDUCACAO;2044,55;2044,55;ELOI MENDES;MG;2025-11-14;2025-12-04;2025-12-22;Dezembro/2025;12
192015;2025-10-04;CONJUGE;TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS;9406,97;9406,97;SANTA RITA DO SAPUCAI;MG;2025-11-18;;2025-12-22;Dezembro/2025;22
192046;2025-11-26;CONJUGE;SECRETARIA DA FAZENDA;37989,97;37989,97;TIMOTEO;MG;2025-11-26;2025-12-05;2025-12-22;Dezembro/2025;11
192088;2025-12-10;CONJUGE;FHEMIG FUND HOSPITALAR EST MG;5351,47;5351,47;BELO HORIZONTE;MG;2025-12-10;;2025-12-22;Dezembro/2025;9
192071;2025-09-23;CONJUGE;SECRETARIA DE EDUCACAO;3781,39;3781,39;IPABA;MG;2025-11-28;2025-12-10;2025-12-22;Dezembro/2025;9
192016;2025-11-18;CONJUGE;SECRETARIA DE EDUCACAO;2710,24;2710,24;BELO HORIZONTE;MG;2025-11-18;2025-12-03;2026-01-05;Janeiro/2026;22
192056;2025-11-03;CONJUGE;SECRETARIA DA AGRICULTURA;5309,02;5309,02;BELO HORIZONTE;MG;2025-11-28;2025-12-09;2026-01-05;Janeiro/2026;18
192112;2025-10-11;CONJUGE;SECRETARIA DA FAZENDA;40344,63;40344,63;DIVINOPOLIS;MG;2025-11-28;2025-12-15;2026-01-05;Janeiro/2026;14
192074;2025-11-14;CONJUGE;SECRETARIA DE EDUCACAO;1065,15;1621,0;UBERLANDIA;MG;2025-11-28;2025-12-10;2026-01-05;Janeiro/2026;17
192087;2025-11-04;CONJUGE;SECRETARIA DE EDUCACAO;2049,46;2049,46;CURVELO;MG;2025-12-01;2025-12-11;2026-01-05;Janeiro/2026;16
192085;2025-09-08;CONJUGE;SECRETARIA DE EDUCACAO;1262,51;1621,0;PIUMHI;MG;2025-11-26;2025-12-11;2026-01-05;Janeiro/2026;16
192049;2025-10-13;CONJUGE;SECRETARIA DE EDUCACAO;5332,81;5332,81;SAO JOSE DO RIO PRETO;SP;2025-11-06;2025-12-12;2026-01-05;Janeiro/2026;15
192114;2025-10-04;CONJUGE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM;3911,64;3911,64;BELO HORIZONTE;MG;2025-12-04;2025-12-15;2026-01-05;Janeiro/2026;14
