seq_beneficiario;dat_inicio_direito;des_categoria;desc_entidade;val_cargo;val_redutor_teto;nom_municipio;sgl_uf;dat_requerimento;dat_doc_completa;dat_deferimento;mes_deferimento;dias_uteis_concessao
189840;2025-02-12;CONJUGE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM;9289,42;9289,42;TEOFILO OTONI;MG;2025-03-07;2025-03-11;2025-03-26;Março/2025;12
189814;2025-02-08;CONJUGE;SECRETARIA DA EDUCACAO;3018,97;3018,97;ITAMONTE;MG;2025-03-19;2025-03-20;2025-03-26;Março/2025;5
189821;2025-02-12;CONJUGE;SECRETARIA DA EDUCACAO;1942,38;1942,38;PAULINIA;SP;2025-03-19;2025-03-21;2025-03-26;Março/2025;4
189828;2025-03-07;CONJUGE;SECRETARIA DA EDUCACAO;4150,55;4150,55;MATOZINHOS;MG;2025-03-21;2025-03-25;2025-03-27;Março/2025;3
189836;2025-02-02;CONJUGE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM;1268,78;1518,0;MANHUMIRIM;MG;2025-03-17;2025-03-19;2025-03-27;Março/2025;7
189832;2025-02-18;CONJUGE;SECRETARIA DA EDUCACAO;1942,38;1942,38;JUIZ DE FORA;MG;2025-03-24;2025-03-25;2025-03-27;Março/2025;3
189829;2025-01-16;CONJUGE;SECRETARIA DA FAZENDA;35471,79;35471,79;VARGINHA;MG;2025-03-21;2025-03-25;2025-03-27;Março/2025;3
189851;2024-10-21;CONJUGE;SECRETARIA DA FAZENDA;27412,87;27412,87;BELO HORIZONTE;MG;2024-12-19;2025-02-12;2025-03-27;Março/2025;29
189857;2024-12-21;CONJUGE;SECRETARIA DA EDUCACAO;2050,51;2050,51;FERROS;MG;2025-03-12;2025-03-27;2025-03-27;Março/2025;1
189848;2024-09-13;COMPANHEIRO(A);SECRETARIA DA EDUCACAO;8170,08;8170,08;MONTE ALEGRE DE MINAS;MG;2024-10-16;2024-10-22;2025-03-27;Março/2025;110
189855;2025-03-12;CONJUGE;SECRETARIA DE ESTADO DE EDUCACAO;2146,87;2146,87;PARAGUACU;MG;2025-03-12;2025-03-26;2025-03-27;Março/2025;2
189849;2025-03-10;CONJUGE;SECRETARIA DA EDUCACAO;1966,86;1966,86;MONTES CLAROS;MG;2025-03-20;2025-03-24;2025-03-27;Março/2025;4
189850;2025-03-13;CONJUGE;SECRETARIA DA EDUCACAO;2144,02;2144,02;MOEMA;MG;2025-03-20;2025-03-27;2025-03-27;Março/2025;1
189856;2025-03-24;CONJUGE;SECRETARIA DA EDUCACAO;1938,47;1938,47;GLAUCILANDIA;MG;2025-03-24;2025-03-27;2025-03-27;Março/2025;1
189835;2025-03-09;CONJUGE;SECRETARIA DA EDUCACAO;1479,85;1518,0;UBERLANDIA;MG;2025-03-17;2025-03-25;2025-03-27;Março/2025;3
189864;2024-09-19;CONJUGE;SECRETARIA DE ESTADO DE EDUCACAO;2796,94;2796,94;ALTO JEQUITIBA;MG;2024-10-18;2025-03-20;2025-03-28;Março/2025;7
189860;2024-09-05;CONJUGE;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;1177,65;1518,0;BELO HORIZONTE;MG;2024-09-20;2025-03-27;2025-03-28;Março/2025;2
189861;2023-11-18;FILHO(A) INVALIDO(A);SECRETARIA DA EDUCACAO;5467,49;5469,89;ARAXA;MG;2023-12-18;2024-11-26;2025-03-28;Março/2025;86
189675;2025-02-08;CONJUGE;SECRETARIA DA EDUCACAO;2040,71;2040,71;BELO HORIZONTE;MG;2025-02-27;2025-03-31;2025-03-31;Março/2025;1
189868;2025-01-31;CONJUGE;FHEMIG FUND HOSPITALAR EST MG;1109,55;1518,0;IBIRITE;MG;2025-01-31;2025-02-20;2025-03-31;Março/2025;25
189827;2025-03-01;CONJUGE;SECRETARIA DA EDUCACAO;1062,6;1518,0;ITUIUTABA;MG;2025-03-17;;2025-03-31;Março/2025;11
189874;2025-03-18;CONJUGE;SECRETARIA DA EDUCACAO;7627,71;7627,71;CORONEL FABRICIANO;MG;2025-03-24;2025-03-31;2025-03-31;Março/2025;1
189867;2025-01-09;CONJUGE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM;7129,28;7129,28;BELO HORIZONTE;MG;2025-01-24;2025-02-20;2025-03-31;Março/2025;25
189870;2025-02-05;CONJUGE;SECRETARIA DA EDUCACAO;1133,18;1518,0;ITACARAMBI;MG;2025-03-27;2025-03-31;2025-03-31;Março/2025;1
189872;2025-01-29;CONJUGE;POLICIA CIVIL;8224,5;8224,5;BELO HORIZONTE;MG;2025-03-18;2025-03-28;2025-03-31;Março/2025;2
189882;2023-09-27;FILHO(A) INVALIDO(A);DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM;2104,65;2104,65;SETE LAGOAS;MG;2023-11-06;2025-03-31;2025-04-01;Abril/2025;2
189495;2025-01-19;CONJUGE;SECRETARIA DA EDUCACAO;2945,34;2945,34;BRASILIA;DF;2025-02-17;2025-02-21;2025-04-01;Abril/2025;25
189883;2025-02-26;CONJUGE;SECRETARIA DA EDUCACAO;2366,6;2366,6;TRES CORACOES;MG;2025-03-19;2025-03-31;2025-04-01;Abril/2025;2
189879;2024-10-09;CONJUGE;IPSEMG INSTITUTO PREVIDENCIA;8149,64;8149,64;BELO HORIZONTE;MG;2024-12-16;2025-03-31;2025-04-01;Abril/2025;2
189880;2024-10-09;FILHO(A) INVALIDO(A);IPSEMG INSTITUTO PREVIDENCIA;8149,64;8149,64;BELO HORIZONTE;MG;2024-12-16;2025-03-31;2025-04-01;Abril/2025;2
189881;2025-03-16;CONJUGE;SECRETARIA DA EDUCACAO;1250,83;1518,0;TEOFILO OTONI;MG;2025-03-26;2025-03-31;2025-04-01;Abril/2025;2
189889;2025-03-13;CONJUGE;SECRETARIA DA EDUCACAO;5241,51;5241,51;CONGONHAS;MG;2025-03-28;2025-03-31;2025-04-01;Abril/2025;2
189822;2025-02-03;CONJUGE;SECRETARIA DA FAZENDA;29408,87;29408,87;MACHADO;MG;2025-03-19;2025-03-31;2025-04-01;Abril/2025;2
189888;2025-03-16;CONJUGE;SECRETARIA DA EDUCACAO;2315,68;2315,68;ITAPAGIPE;MG;2025-03-28;2025-04-01;2025-04-01;Abril/2025;1
189891;2025-02-20;CONJUGE;SECRETARIA DA EDUCACAO;1062,6;1518,0;BELO HORIZONTE;MG;2025-03-28;2025-03-31;2025-04-02;Abril/2025;3
189885;2025-02-12;COMPANHEIRO(A);POLICIA CIVIL;25289,46;25289,46;CONTAGEM;MG;2025-03-18;2025-03-31;2025-04-02;Abril/2025;3
189899;2024-08-13;FILHO(A) INVALIDO(A);SECRETARIA DA EDUCACAO;1863,99;1863,99;SANTA LUZIA;MG;2024-11-06;2025-04-01;2025-04-02;Abril/2025;2
189898;2024-11-02;FILHO(A) LC 64/2002;SECRETARIA DA EDUCACAO;1441,74;1518,0;BELO HORIZONTE;MG;2024-12-18;2025-04-01;2025-04-02;Abril/2025;2
189900;2025-03-14;CONJUGE;SECRETARIA DA EDUCACAO;1250,82;1518,0;AGUAS VERMELHAS;MG;2025-03-27;2025-04-01;2025-04-02;Abril/2025;2
189895;2025-02-19;COMPANHEIRO(A);SECRETARIA DA EDUCACAO;4279,59;4279,59;CACHOEIRA DE MINAS;MG;2025-02-19;2025-03-28;2025-04-02;Abril/2025;4
189915;2025-02-21;CONJUGE;SECRETARIA DA EDUCACAO;2808,14;2808,14;VARGINHA;MG;2024-02-26;2025-04-03;2025-04-03;Abril/2025;1
189916;2024-12-06;CONJUGE;SECRETARIA DE ESTADO DE EDUCACAO;6357,51;6357,51;POUSO ALEGRE;MG;2025-01-17;2025-03-26;2025-04-03;Abril/2025;7
189917;2024-12-06;FILHO(A) LC 64/2002;SECRETARIA DE ESTADO DE EDUCACAO;6357,51;6357,51;POUSO ALEGRE;MG;2025-01-17;2025-03-26;2025-04-03;Abril/2025;7
189909;2025-01-28;CONJUGE;SECRETARIA DA EDUCACAO;3567,84;3567,84;PONTE NOVA;MG;2025-02-13;2025-03-19;2025-04-03;Abril/2025;12
189904;2025-03-20;CONJUGE;SECRETARIA DE SAUDE;3773,47;3773,47;JUIZ DE FORA;MG;2025-03-27;2025-04-02;2025-04-04;Abril/2025;3
189913;2025-02-27;CONJUGE;SECRETARIA DA EDUCACAO;2486,41;2486,41;CONTAGEM;MG;2025-03-18;2025-04-03;2025-04-04;Abril/2025;2
189906;2025-03-02;CONJUGE;SECRETARIA DA EDUCACAO;2088,1;2088,1;BELO HORIZONTE;MG;2025-03-28;2025-04-02;2025-04-04;Abril/2025;3
189853;2025-02-22;CONJUGE;SECRETARIA DA EDUCACAO;3113,57;3113,57;MONTE SANTO DE MINAS;MG;2025-03-25;2025-04-04;2025-04-04;Abril/2025;1
189907;2024-12-28;CONJUGE;TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS;20167,25;20167,25;BELO HORIZONTE;MG;2025-03-20;2025-04-02;2025-04-04;Abril/2025;3
189908;2024-12-28;FILHO(A) LC 64/2002;TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS;20167,25;20167,25;BELO HORIZONTE;MG;2025-03-20;2025-04-02;2025-04-04;Abril/2025;3
189914;2025-03-09;CONJUGE;SECRETARIA DA EDUCACAO;1942,38;1942,38;VIEIRAS;MG;2025-03-21;2025-04-03;2025-04-04;Abril/2025;2
189865;2025-04-04;FILHO(A) LC 64/2002;SECRETARIA DE JUSTICA E SEGURANCA PUBLICA;2978,23;2978,23;IPATINGA;MG;2025-03-25;2024-12-13;2025-04-04;Abril/2025;78
189866;2025-04-04;FILHO(A) LC 64/2002;SECRETARIA DE JUSTICA E SEGURANCA PUBLICA;2978,23;2978,23;IPATINGA;MG;2025-03-25;2024-12-13;2025-04-04;Abril/2025;78
189923;2024-09-03;FILHO(A) LC 64/2002;SECRETARIA DE ESTADO DE EDUCACAO;1238,75;1518,0;CRISOLITA;MG;2024-09-03;2025-03-12;2025-04-04;Abril/2025;18
189924;2024-09-03;FILHO(A) LC 64/2002;SECRETARIA DE ESTADO DE EDUCACAO;1238,75;1518,0;CRISOLITA;MG;2024-09-03;2025-03-12;2025-04-04;Abril/2025;18
189926;2025-03-13;CONJUGE;INSTITUTO MINEIRO DE AGROPECUARIA;1062,6;1518,0;BELO HORIZONTE;MG;2025-03-31;2025-04-03;2025-04-04;Abril/2025;2
189905;2024-09-08;COMPANHEIRO(A);SECRETARIA DA EDUCACAO;2060,3;2060,3;BELO HORIZONTE;MG;2024-11-28;2025-04-01;2025-04-04;Abril/2025;4
189918;2025-03-13;CONJUGE;SECRETARIA DA EDUCACAO;7968,53;7968,53;TOMBOS;MG;2025-04-01;2025-04-03;2025-04-04;Abril/2025;2
189910;2025-01-09;CONJUGE;SECRETARIA DA EDUCACAO;3294,48;3294,48;GALILEIA;MG;2025-03-31;2025-04-02;2025-04-04;Abril/2025;3
189911;2025-01-30;CONJUGE;SECRETARIA DA AGRICULTURA;1796,64;1796,64;BETIM;MG;2025-04-01;2025-04-03;2025-04-04;Abril/2025;2
189925;2024-12-24;CONJUGE;SECRETARIA DA EDUCACAO;1698,05;1698,05;MONTES CLAROS;MG;2025-03-21;2025-04-03;2025-04-07;Abril/2025;3
189929;2025-02-14;CONJUGE;SECRETARIA DA EDUCACAO;1062,6;1518,0;IPATINGA;MG;2025-04-01;2025-04-04;2025-04-07;Abril/2025;2
189927;2025-01-31;CONJUGE;TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS;21583,75;21583,75;ANDRADAS;MG;2025-04-02;2025-04-04;2025-04-07;Abril/2025;2
189933;2024-06-20;CONJUGE;SECRETARIA DA EDUCACAO;5375,69;5375,69;ABAETE;MG;2024-09-03;2024-10-22;2025-04-07;Abril/2025;117
189932;2025-01-02;CONJUGE;TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS;7286,96;7286,96;POCOS DE CALDAS;MG;2025-01-22;2025-03-26;2025-04-07;Abril/2025;9
189931;2025-02-09;FILHO(A) LC 64/2002;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM;4651,02;4651,02;BELO HORIZONTE;MG;2025-04-01;2025-04-04;2025-04-07;Abril/2025;2
189787;2025-03-14;CONJUGE;SECRETARIA DA EDUCACAO;1077,64;1518,0;CONTAGEM;MG;2025-03-14;2025-04-08;2025-04-08;Abril/2025;1
189944;2024-11-14;CONJUGE;SECRETARIA DE JUSTICA E SEGURANCA PUBLICA;1276,93;1518,0;MINAS NOVAS;MG;2024-11-14;2024-12-05;2025-04-08;Abril/2025;86
189947;2025-03-24;CONJUGE;IPSEMG INSTITUTO PREVIDENCIA;1832,42;1832,42;ARAXA;MG;2025-04-03;2025-04-07;2025-04-08;Abril/2025;2
189946;2025-03-06;CONJUGE;UNIMONTES UNIV MONTES CLAROS;1434,51;1518,0;MONTES CLAROS;MG;2025-04-04;2025-04-07;2025-04-08;Abril/2025;2
189950;2025-03-16;CONJUGE;SECRETARIA DA EDUCACAO;1415,2;1518,0;BETIM;MG;2025-04-02;2025-04-07;2025-04-09;Abril/2025;3
189948;2025-03-26;CONJUGE;SECRETARIA DA EDUCACAO;2040,71;2040,71;MURIAE;MG;2025-04-03;2025-04-07;2025-04-09;Abril/2025;3
189951;2025-02-23;CONJUGE;TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS;10415,58;10415,58;RIO PIRACICABA;MG;2025-04-01;2025-04-07;2025-04-09;Abril/2025;3
189956;2025-04-03;CONJUGE;SECRETARIA DA EDUCACAO;976,59;1518,0;ITABORAI;RJ;2025-04-03;2025-04-08;2025-04-09;Abril/2025;2
189957;2024-10-11;CONJUGE;SECRETARIA DA EDUCACAO;2544,17;3059,64;CAMPANHA;MG;2024-10-15;2025-04-08;2025-04-09;Abril/2025;2
189952;2025-03-02;CONJUGE;TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS;26716,46;26716,46;BARBACENA;MG;2025-03-28;2025-04-08;2025-04-09;Abril/2025;2
189949;2025-03-14;CONJUGE;SECRETARIA DA EDUCACAO;2252,57;2252,57;CARANGOLA;MG;2025-03-25;2025-04-07;2025-04-09;Abril/2025;3
189959;2025-03-06;COMPANHEIRO(A);POLICIA CIVIL DO ESTADO DE MINAS GERAIS;28450,65;28450,65;BELO HORIZONTE;MG;2025-03-31;2025-04-08;2025-04-09;Abril/2025;2
189955;2025-02-18;CONJUGE;DEOP DEPART DE OBRAS PUBLICAS;3131,01;3131,01;BELO HORIZONTE;MG;2025-02-18;2025-04-09;2025-04-09;Abril/2025;1
189968;2025-03-01;CONJUGE;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS - DER-MG;1912,68;1912,68;OLIVEIRA;MG;2025-03-18;2025-04-08;2025-04-10;Abril/2025;3
189974;2025-03-02;CONJUGE;SECRETARIA DA EDUCACAO;1942,38;1942,38;IPATINGA;MG;2025-04-03;2025-04-10;2025-04-10;Abril/2025;1
189972;2025-04-03;CONJUGE;FUNDACAO EDUCACIONAL CAIO MARTINS;1976,88;1976,88;RIACHINHO;MG;2025-04-03;2025-04-09;2025-04-10;Abril/2025;2
189965;2025-03-04;CONJUGE;POLICIA CIVIL;8224,5;8224,5;BELO HORIZONTE;MG;2025-04-02;2025-04-09;2025-04-10;Abril/2025;2
189960;2025-03-19;CONJUGE;FHEMIG FUND HOSPITALAR EST MG;12475,76;12475,76;BELO HORIZONTE;MG;2025-03-19;2025-04-08;2025-04-10;Abril/2025;3
189961;2025-03-26;CONJUGE;SECRETARIA DE SAUDE;3144,62;3144,62;FORMIGA;MG;2025-04-04;2025-04-09;2025-04-10;Abril/2025;2
189966;2025-03-03;CONJUGE;SECRETARIA DA EDUCACAO;2548,57;2548,57;CAMPANHA;MG;2025-04-04;2025-04-10;2025-04-10;Abril/2025;1
189980;2025-03-30;CONJUGE;SECRETARIA DE SAUDE;3200,61;3200,61;CONFINS;MG;2025-04-07;2025-04-10;2025-04-11;Abril/2025;2
189986;2025-03-12;CONJUGE;SECRETARIA DA EDUCACAO;1942,38;1942,38;MUCURI;BA;2025-04-08;2025-04-10;2025-04-11;Abril/2025;2
189988;2025-03-04;CONJUGE;FHEMIG FUND HOSPITALAR EST MG;5462,81;5462,81;BELO HORIZONTE;MG;2025-04-07;2025-04-10;2025-04-11;Abril/2025;2
189945;2025-04-11;EX-CONJUGE COM PENSAO ALIMENTICIA;SECRETARIA DA FAZENDA;26481,34;26481,34;IPATINGA;MG;2025-03-26;2025-02-13;2025-04-11;Abril/2025;39
189971;2025-03-31;CONJUGE;SECRETARIA DA EDUCACAO;2091,73;2091,73;GUARANESIA;MG;2025-04-07;2025-04-10;2025-04-11;Abril/2025;2
189941;2025-04-11;CONJUGE;POLICIA CIVIL;11647,84;11647,84;CONTAGEM;MG;2025-03-31;2025-02-23;2025-04-11;Abril/2025;32
189976;2025-02-13;CONJUGE;SECRETARIA DE JUSTICA E SEGURANCA PUBLICA;1492,17;1518,0;BELO HORIZONTE;MG;2025-02-25;2025-04-09;2025-04-11;Abril/2025;3
189958;2025-04-11;EX-CONJUGE COM PENSAO ALIMENTICIA;SECRETARIA DA FAZENDA;36643,13;36643,13;ABRE CAMPO;MG;2024-08-30;2024-09-03;2025-04-11;Abril/2025;156
189978;2025-03-04;CONJUGE;SECRETARIA DA EDUCACAO;3004,98;3460,38;TIMOTEO;MG;2025-03-17;2025-04-09;2025-04-11;Abril/2025;3
189992;2025-03-31;CONJUGE;TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS;30371,55;30371,55;DIVINOPOLIS;MG;2025-04-10;2025-04-14;2025-04-14;Abril/2025;1
189983;2025-03-15;CONJUGE;SECRETARIA DE SAUDE;3859,5;3859,5;PONTE NOVA;MG;2025-04-07;2025-04-10;2025-04-14;Abril/2025;3
189982;2025-03-03;CONJUGE;SECRETARIA DA EDUCACAO;1105,54;1518,0;ENGENHO DO RIBEIRO;MG;2025-04-07;2025-04-10;2025-04-14;Abril/2025;3
190021;2025-03-08;CONJUGE;SECRETARIA DE SAUDE;1201,45;1518,0;SABINOPOLIS;MG;2025-04-01;2025-04-15;2025-04-22;Abril/2025;3
189997;2025-02-03;CONJUGE;SECRETARIA DA EDUCACAO;1062,6;1518,0;ITABIRA;MG;2025-04-10;2025-04-14;2025-04-22;Abril/2025;4
190032;2025-01-24;CONJUGE;TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS;14151,22;14151,22;PARA DE MINAS;MG;2025-04-11;2025-04-16;2025-04-22;Abril/2025;2
190004;2025-01-27;CONJUGE;IMA INST MINEIRO AGROPECUARIA;4471,45;4471,45;VIRGINOPOLIS;MG;2025-04-04;2025-04-15;2025-04-22;Abril/2025;3
190000;2025-02-15;CONJUGE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM;1870,18;1870,18;BELO HORIZONTE;MG;2025-03-06;2025-04-14;2025-04-22;Abril/2025;4
190036;2024-05-01;CONJUGE;TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS;12912,36;12912,36;UBERLANDIA;MG;2024-08-13;2025-04-01;2025-04-22;Abril/2025;13
190012;2023-05-08;COMPANHEIRO(A);POLICIA CIVIL;13213,0;13213,0;SABARA;MG;2023-05-08;2025-04-15;2025-04-22;Abril/2025;3
190009;2025-02-27;CONJUGE;ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS;10286,54;10286,54;ASTOLFO DUTRA;MG;2025-04-02;2025-04-15;2025-04-22;Abril/2025;3
190010;2025-04-04;CONJUGE;SECRETARIA DA EDUCACAO;2612,28;2612,28;BELO HORIZONTE;MG;2025-04-11;2025-04-15;2025-04-22;Abril/2025;3
190007;2025-01-24;CONJUGE;SECRETARIA DA EDUCACAO;3416,66;3416,66;SAO PEDRO DOS FERROS;MG;2025-04-02;2025-04-15;2025-04-22;Abril/2025;3
190008;2025-02-26;CONJUGE;SECRETARIA DE GOVERNO;3587,66;3587,66;BELO HORIZONTE;MG;2025-02-26;2025-03-12;2025-04-22;Abril/2025;27
190003;2025-02-09;CONJUGE;IPSEMG INSTITUTO PREVIDENCIA;5411,36;5411,36;BELO HORIZONTE;MG;2025-02-11;2025-02-26;2025-04-22;Abril/2025;34
189938;2025-01-08;FILHO(A) LC 64/2002;SECRETARIA DA EDUCACAO;1493,4;1518,0;CARANGOLA;MG;2025-03-12;2025-04-14;2025-04-22;Abril/2025;4
189939;2025-01-08;FILHO(A) LC 64/2002;SECRETARIA DA EDUCACAO;1493,4;1518,0;CARANGOLA;MG;2025-03-12;2025-04-14;2025-04-22;Abril/2025;4
189940;2025-01-08;FILHO(A) LC 64/2002;SECRETARIA DA EDUCACAO;1493,4;1518,0;CARANGOLA;MG;2025-03-12;2025-04-14;2025-04-22;Abril/2025;4
190024;2025-03-11;CONJUGE;SECRETARIA DA EDUCACAO;1062,6;1518,0;CORONEL FABRICIANO;MG;2025-04-04;2025-04-16;2025-04-22;Abril/2025;2
190002;2025-02-23;CONJUGE;TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS;7484,03;7484,03;LAGOA DA PRATA;MG;2025-04-09;2025-04-14;2025-04-22;Abril/2025;4
190006;2025-02-16;CONJUGE;SECRETARIA DA EDUCACAO;3443,79;3443,79;DIVINOPOLIS;MG;2025-04-04;2025-04-15;2025-04-22;Abril/2025;3
190019;2025-02-18;CONJUGE;SECRETARIA DA EDUCACAO;3428,11;3428,11;SANTANA DA VARGEM;MG;2025-04-04;2025-04-14;2025-04-22;Abril/2025;4
190014;2023-12-15;COMPANHEIRO(A);DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM;1265,42;1518,0;AGUAS FORMOSAS;MG;2024-03-08;2025-04-15;2025-04-22;Abril/2025;3
190001;2025-03-23;CONJUGE;SECRETARIA DA EDUCACAO;1062,6;1518,0;CONTAGEM;MG;2025-04-09;2025-04-14;2025-04-22;Abril/2025;4
190042;2025-03-25;CONJUGE;SECRETARIA DA EDUCACAO;2958,25;2958,25;SETE LAGOAS;MG;2025-04-04;2025-04-16;2025-04-23;Abril/2025;3
190044;2025-04-04;CONJUGE;POLICIA CIVIL;13348,7;13348,7;BELO HORIZONTE;MG;2025-04-14;2025-04-16;2025-04-23;Abril/2025;3
190029;2025-03-25;CONJUGE;POLICIA CIVIL;12100,82;12100,82;JUIZ DE FORA;MG;2025-04-10;2025-04-14;2025-04-23;Abril/2025;5
190035;2025-03-26;CONJUGE;DEFENSORIA PUBLICA DO ESTADO DE MINAS GERAIS;10266,15;10266,15;IPATINGA;MG;2025-04-08;2025-04-16;2025-04-23;Abril/2025;3
190047;2025-04-03;CONJUGE;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM;1870,18;1870,18;JEQUITINHONHA;MG;2025-04-15;2025-04-16;2025-04-23;Abril/2025;3
189439;2025-01-14;CONJUGE;SECRETARIA DE ESTADO DE FAZENDA DE MINAS GERAIS;8103,12;8103,12;PORTEIRINHA;MG;2025-02-05;2025-02-06;2025-04-23;Abril/2025;49
190051;2025-03-09;CONJUGE;POLICIA CIVIL;12527,9;12527,9;BELO HORIZONTE;MG;2025-04-11;2025-04-16;2025-04-23;Abril/2025;3
190045;2025-03-06;CONJUGE;SECRETARIA DA EDUCACAO;1062,6;1518,0;DORES DO INDAIA;MG;2025-04-11;2025-04-16;2025-04-23;Abril/2025;3
190050;2025-04-07;CONJUGE;SECRETARIA DA EDUCACAO;3106,59;3106,59;ALFENAS;MG;2025-04-14;2025-04-15;2025-04-23;Abril/2025;4
190048;2025-04-03;CONJUGE;SECRETARIA DA FAZENDA;20774,27;20774,27;BELO HORIZONTE;MG;2025-04-11;2025-04-15;2025-04-23;Abril/2025;4
190056;2025-03-15;CONJUGE;SECRETARIA DA EDUCACAO;3106,69;3106,69;CACHOEIRA DE MINAS;MG;2025-03-26;2025-04-08;2025-04-24;Abril/2025;10
190049;2025-03-22;CONJUGE;SECRETARIA DA EDUCACAO;2182,03;3036,0;SANTA RITA DO SAPUCAI;MG;2025-04-01;2025-04-22;2025-04-24;Abril/2025;3
190069;2025-03-07;CONJUGE;SECRETARIA DA EDUCACAO;2058,79;2058,79;SAO ROQUE DE MINAS;MG;2025-04-16;2025-04-24;2025-04-25;Abril/2025;2
190075;2025-02-05;CONJUGE;SECRETARIA DA EDUCACAO;2453,69;2453,69;CURVELO;MG;2025-02-19;2025-03-28;2025-04-25;Abril/2025;18
190068;2025-03-09;CONJUGE;TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS;18863,54;18863,54;BELO HORIZONTE;MG;2025-04-16;2025-04-22;2025-04-25;Abril/2025;4
190058;2025-03-24;CONJUGE;SECRETARIA DA EDUCACAO;3572,38;3572,38;SERRANIA;MG;2025-04-08;2025-04-22;2025-04-25;Abril/2025;4
190065;2025-03-17;CONJUGE;SECRETARIA DE JUSTICA E SEGURANCA PUBLICA;1404,4;1518,0;BELO HORIZONTE;MG;2025-04-15;2025-04-22;2025-04-25;Abril/2025;4
190060;2025-03-21;CONJUGE;SECRETARIA DA EDUCACAO;3355,13;3355,13;JANUARIA;MG;2025-04-16;;2025-04-25;Abril/2025;5
190052;2025-04-08;CONJUGE;SECRETARIA DA EDUCACAO;1908,43;1908,43;JECEABA;MG;2025-04-16;2025-04-22;2025-04-25;Abril/2025;4
190072;2025-03-23;CONJUGE;SECRETARIA DA EDUCACAO;7478,72;7478,72;ATALEIA;MG;2025-04-14;2025-04-16;2025-04-25;Abril/2025;5
190066;2025-03-16;CONJUGE;SECRETARIA DA EDUCACAO;1347,0;1518,0;CALDAS;MG;2025-04-10;2025-04-16;2025-04-25;Abril/2025;5
190057;2024-10-04;FILHO(A) INVALIDO(A);SECRETARIA DA EDUCACAO;1771,73;1771,73;BARBACENA;MG;2024-10-04;2025-04-22;2025-04-25;Abril/2025;4
190005;2025-02-11;COMPANHEIRO(A);SECRETARIA DE SAUDE;2118,95;2118,95;BELO HORIZONTE;MG;2025-04-01;2025-04-14;2025-04-28;Abril/2025;8
190087;2024-10-12;CONJUGE;SECRETARIA DA EDUCACAO;1355,1;1518,0;SANTA RITA DE JACUTINGA;MG;2024-12-02;2025-04-25;2025-04-28;Abril/2025;2
190094;2025-04-03;CONJUGE;SECRETARIA DE ESTADO DE EDUCACAO;1161,53;1518,0;DIAMANTINA;MG;2025-04-16;;2025-04-29;Abril/2025;7
190092;2025-03-19;CONJUGE;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS - DER-MG;1915,14;1915,14;MONTES CLAROS;MG;2025-04-22;2025-04-25;2025-04-29;Abril/2025;3
190126;2024-10-10;CONJUGE;SECRETARIA DA EDUCACAO;3293,5;3808,97;GUANHAES;MG;2024-10-25;2024-11-22;2025-05-05;Maio/2025;109
190128;2025-03-08;CONJUGE;SECRETARIA DA EDUCACAO;1942,38;1942,38;CONTAGEM;MG;2025-03-19;2025-04-04;2025-05-05;Maio/2025;17
190133;2025-04-19;CONJUGE;SECRETARIA DE SAUDE;3197,39;3197,39;JUIZ DE FORA;MG;2025-04-30;2025-04-30;2025-05-05;Maio/2025;2
190116;2025-03-29;CONJUGE;SECRETARIA DA EDUCACAO;1062,6;1518,0;CARATINGA;MG;2025-04-04;2025-04-29;2025-05-05;Maio/2025;3
190117;2025-03-12;CONJUGE;SECRETARIA DE SAUDE;3481,73;3481,73;BELO HORIZONTE;MG;2025-04-16;2025-04-22;2025-05-05;Maio/2025;8
190122;2024-12-14;CONJUGE;SECRETARIA DA EDUCACAO;1321,23;1518,0;NOVA ERA;MG;2025-01-24;2025-04-30;2025-05-05;Maio/2025;2
